forum,thread,threadLink,views,threadPosts,postNumber,screenname,post
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,2,killerfurby33,"One idea that I have for getting a feel for who is playing the game in terms of personality is to have a brief psychological exam at the beginning of the game in order to get a baseline as to who our players are and how they may behave as the game develops.  This can be adjusted based on how they actually play the game based on their actions and choices in game (something like a multi-axis plane of personality types that they can drift around in). There is also the issue of the legality and ethics for conducting this kind of research and gathering this data.  I'm not sure if we need a sanction from a university's human subjects board to gather the data (something that I or someone with legal knowledge and experience can look into).  Either way, it's likely going to be a challenge to keep subjects ignorant of the possibility that they're being observed while playing the game and being ethical towards them as human beings.  Just another something for us to think about if we move forward on making this partially into an effective and ethical research instrument. I would also like to point out that I can only go as far as the social sciences are concerned.  I do not have the background in the environmental sciences to really comment on what good metrics might be for gauging the environments' conditions and how to gather that data.  I would recommend trying to recruit an environmental science expert and/or enthusist to help flesh this out.  Unfortunately, no one comes to mind on this front at present. That's all for now.  Looking forward to hearing how this all can play out!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,3,JohnK,"Hey Eli! Great to have you joining us, and good ideas on research. So for the grant we got from the Dept of Education, we need to efficacy research on the game, and back up our design with scientific sources on ecology and learning.  Would be awesome to have your help with this. We need to publish papers on it as well, so if that's something you're experienced in that would also be really helpful.  We're going to start getting deeper into the research side towards Beta (April next year and beyond). Glad you're on board."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,4,cr4zyc4t,@killerfurby33  So after reading you idea post i got super super hyped up because that is exactly what i'm working on developing myself (atleast the multi-axis plane of personality types) and how they interplay upon themselves and what affects they have on those around them and their direct environ. Specifically speaking i'm working on developing an engine that is somewhat karmic based where the players actions are accounted into the grand scheme of things and they'll see direct representation of choices/actions made reflected in the npc's around them and how the interact. I would love to get together sometime and compare notes as the basis for my research so far is  more steeped in how astrology/numerology plays into personality development and what archtypes that leads one to be most representative of.  In accordance i'm working on a world sim that incorporates these 'choices' and am developing a 'consequence oriented generator' that the world runs on.  A key component of what i'm envisioning / building towards is the fact that their will be a 'pre-screening' of player tendencies/choices similar to a psych analysis in order to best place them in a situation that they must evolve from/grow from. I mentioned it in my introduction that i hope to be able to bring some of this to the table and 'playtest' it here with ECO as i love their vision and what its going for as i hope to encapsulate something similar in the world sim i'm building.
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,5,killerfurby33,"@cr4zyc4t Those are some cool perspectives to bring to this game development. I was thinking we can place the players randomly though to see how people behave and develop similarly to how people are randomly place on Earth. That way, people have to start wherever they start and do their best while enabling us to simulate human social and ecological systems as best as we can to allow people to self generate their civilizations and experiment with the same variety that real human societies have to work with. Hope this clarifies things for everyone. Cheers! @JohnK, I have some experience writing papers and would be happy to help produce some research. I think the key thing for us to do would be to define the metrics that we're going to look at and let the players play to see what emerges. I'll study nonlinear econometric techniques and how to analyze and interpret ABM and SNA simulations in the meantime. What are the grants for out of curiosity? Feel free to message me with the details. It may also help if we can get some real-world data to supplement the data. I've got some more thoughts on this though. Please keep in touch!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,6,eat_those_lemons,@JohnK it would be great to understand more what the grant is for and what ECO is expected to do as part of that. I can see thought how the department of Education would be interested in a game like ECO
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,7,JohnK,"Sounds great.  This is the grant we received:http://ies.ed.gov/funding/grantsearch/details.asp?ID=1600 Basically they want us to publish papers about what we did and how effective it was, so that's something we can do over the next 2 years, which is the term of the funding."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,8,killerfurby33,"@JohnK That seems simple enough to do.  It's not quite the ABM testing that I'd like to do for political policy research, but I can help with the grant work as a supplement for the DoE.  Please keep me in the loop!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,9,killerfurby33,"Just doing some thinking out loud on how we should/maybe could measure and track the game for scientific purposes. General categories: Economy:
-Estimate total value of the economy in in game currency.
-Estimate/track where resources go in the economy through the inventories, stores, production centers, and assets of players
-Map out the economy geographically and in terms of production needs and trade (there's an excellent study called ""The Atlas of Complexity"" created by Hausman et al that we may be able to use). Society:
-Levels of education/skill achieved and maintained by players.
-Nutrition and ""health"" of players.
-Criminality (if we're able to include it).
-Initial psych screening and/or tracked choices to determine players' personality characteristics.
-Network analysis to seek clusters/groups and determine their traits. Politics:
-Require formalized rules per each society and track the dynamics and choices of the players within each system.
-Offer templates for governing and/or make them open ended to allow for innovation by the players.
-Rank and track players' satisfaction with their society and their governing system.
-Track the affects of policies on the economy, society, and environment using network analysis and discontinuity regressions.
-Score each society based on how they develop economically, socially, and environmentally. Technology:
-Track the development of technology and allow for a non-linear tech tree that allows people to progress in ways that may not match with our own present development.
-Track the overall trend of the technology development on the quality of life in the societies, economies, and environments.
-Allow techs to move around the shortcomings of older technology, such that problems with old technology can be mitigated or eliminated by future tech (with the possibility for problems to still remain sometimes). Environmental Science:
Unfortunately, I don't have the expertise on environmental science to know what is relevant and necessary for human survival beyond the need to clean up and dispose of certain waste products and not to deplete or excessively exploit certain raw material sources.  I would try to consult biologists and environmental scientists who specialize in the intersection of human activity and the environment to develop the metrics and possible studies here. These are just a few of the ideas that I've thought of and may (hopefully) be possible to do in Eco.  If I think of anything else, I'll post it here.  Feel free to add and/or subtract depending upon what's feasible, what's not, and what I've missed. Cheers!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,10,RepeatPan,"@killerfurby33, as far as I've understood it there's no currency. Items have no monetary value attached to them - so you would have to figure that out yourself. Players make up their own economy, with their own currency (if there would be one - it's entirely possible that the economy is based on goods trade all the way). I do understand that you want to gain some insights from this, and I usually love statistics, but I really hope that some of this stuff is opt-in, or not available on normal servers/outside of test groups. I'm fine with collecting passive data that does not require my input, but if I'm required to fill out questionnaires before I can start playing/every day after, that's a no-go. Plus, I see that there is a huge potential for abuse on public servers (i.e. ""see who's unhappy with the government and get rid of them"")."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,11,NoBlackThunder,i think looking at eve online here would be a benefit. there is almost no items npc made ..almost everything is made by players and they control the price .. i believe that at least a some sort of base value should be given to the player and then they control the rest .. if nothing is given i think the whole economy system will just be a mess
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,12,cr4zyc4t,"well, Money, in and of itself is just a made up thing that we ""users"" give significance to as a general understood measurement by which a good or service can be traded for.  It's just the 'in-between' of a barter system where a set standard is put into place. therefor i can easily see a certain 'good' being utilized as the base value for an economic system in ECO."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,13,killerfurby33,"@RepeatPan The questionnaire would be a one time deal. I'm also thinking of ways to passively track players' choices and then drive a personality for them based on their actions (think Knights of the Old Republic where your choices determine whether you become a Jedi or Sith). As for money, it might be agood component to the game if done well. Hope this helps!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,14,NoBlackThunder,"money could just be rare resources like gold or something that you would need anyway for end game tech stuff .. like .. computers need gold .. gold could be a basic player money, but players should still have possibility to trade wood for food"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,15,cr4zyc4t,"Eh, Gold is shiny, look into history and you'll find that is the number one reason it was utilized as currency backer.  It helps that it is rare and hard to reproduce thus controlling the actual item had strategic value.  But again, we put that value there solely based on greed for gold. I agree about the conductive properties being used in tech advancement thou, but when the idea of a currency system first came about that wasn't at their forethought. For example, what would the world have been like had gold not been as rare as it is?"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,16,RepeatPan,"Like @cr4zyc4t said, money is just something that you attribute value to. I think the current idea (no fixed money) is the best one: Gold wasn't always used as currency, silver was used prior to gold I think. But gold has a few unique attributes that certainly helped: So it's more because of its chemical attributes than any other magic property. Nowadays, gold has lost most of its relevance in favour of special paper and coins - because those can now be finer controlled."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,17,NoBlackThunder,"i think the way to solve this is basically to add silver gold copper and so on .. you can refine silver into ingots but you also can divide an ingot into like 1000 nuggets .. people can just use that as a currency , this again would the require to balance how those resources are needed to craft other thing. this would be a middle thing .. give player a tool to have currency without mods .. and it would be easy to implement."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,18,JohnK,"We'll have gold in the world, and it will meet the requirements as people point out to become the standard currency.  Eventually a government in the game could release a fiat currency, that it then has control of and can print more, and you can get banks and all kinds of crazy stuff.  Looking forward to our first financial crisis in Eco due to player greed. Or maybe it will be bottle of Tide that become the currency: http://nymag.com/news/features/tide-detergent-drugs-2013-1/"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,19,killerfurby33,"Sounds good about currency! I just had the thought that, if we're able to get different biomes, that it would be interesting to see if and how groups adapt their social, political, and economic institutions to fit with the biome and the environment (if that's something they choose to do). Out of curiosity, what happens if a civilization, group of people, society, or the whole world crashes in terms of environmental degradation?  Is there going to be a reset and reclaim thing?  Will everyone have to start again from the bottom level and work their way back up?  Or will the environment correct itself over time and allow societies to continue to operate and essentially cope with the ecological devastation?  Just something to think about."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,20,PatchworkKnight,"I expect food to be a defacto currency early game.  Livestock was often used used for significant purchases in the past, I believe."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,21,SethV,"Path of Exile has a really good solution to both the opt-in research and the currency. Opt-in fresh world competitions where players agree to sit a test and be studied. I can't imagine it being a good move to subject paying gamers to studies without an option otherwise. Consumable random rewards as currency works really well in Path of Exile too. The randomness means that it has an economically independent value like gold but it also has a natural deflation behaviour - if people get too many of them, they will burn through them trying to get a specific outcome from the random reward.
(Usually you end up stock piling them to get a 6-link but hey, I had ""too many"" when I burnt 300 fusing orbs that time.) The kind of thing they affect creates a natural hierarchy of denominations as well.
Exchange rates:  http://www.poeex.info/ It seems like there'd be lots of good options for consumables in Eco."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,22,JohnK,"We're planning to allow servers to keep running after a world pollutes itself to food-death, until everyone starves basically.  Post apocalypse worlds will be interesting. Yep food will likely be a currency, since everyone will need it, and it will have some commodity properties (something that takes a long time to rot most likely). Havent played path of exile, sounds interesting."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,23,Mantolwen,"<blockquote>We're planning to allow servers to keep running after a world pollutes itself to food-death, until everyone starves basically. Post apocalypse worlds will be interesting.</blockquote> Well, either we all starve or the meteor hits :D"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,24,Headgamer,"Although I'm not an economist by profession the subject fascinates me and I saw the research potential of this game almost at once. I'm so glad others who are actually in the industry have already taken notice and will be gleaning information from the chaos. I don't know if I'd be of any help, but certently I'll love to see what ever is found."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,25,SethV,"Now that you've said that, it's gonna be super hard not to try to push the first few worlds towards fallout  :D Let the alpha begin!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,26,bacon,"@killerfurby33 said: I wont lie I have little knowledge/interest in the other things you mentioned. However, I am fairly interested in the environment, in multiple aspects (as I should be as I'm spending way to much money for a degree so I can work full time instead of summers only). ->Relevant/necessary for human survival
Food. Water. Shelter. In a more primal sense, what else do we really need? Food/Water are pretty obvious. Shelter being anything from a house or cave to clothing. Computers, cars, even electricity aren't really truly necessary other than we've lived with them for long enough most people can't go without it. ->Clean up and disposal of certain waste products
Pretty much anything we do should be cleaned up. I can't really think of any harmless waste we produce. Even bodily functions are now concentrated so much and mixed with who knows what else that you have something very toxic in the end. ->Deplete/excessive exploitation of ""certain"" raw material sources.
Sorry I take the keyword here as certain, but realistically any excessive exploitation causes issues. There's only so much mother nature can counteract. I know I didn't speak towards the game and what could be analyzed as far as it goes, but being that I haven't played it; it becomes more difficult to directly correlate. Personally, I'm probably going to do anything and everything I can to wreck the environment in game, just to see if it reacts as expected or if something weird-er happens. But back to the real topic. What I'd be interested in seeing more on (and tying back to those three points I took out):
-Species and extinction caused by our interactions (either through over-hunting; specific targeting [i.e. livestock protection]; or just what we do to the environment)
-Recovery of species (can we undo and help a population back to its feet)
-Deforestation and its effects, at that same time how much does our pollution increase due to every player murdering all the trees they can find.
-Mines - really produce multiple levels of pollution when its active its not so much the mine itself but the smelting process that destroys life, after its abandoned improperly you end up with acid mine drainage; water flows through dissolving various substances, direct effect being dropping the pH to more acidic levels (sometimes into the negatives), not much can grow in that but some plants can tolerate a fairly low pH. To bring people back into it: What do they do to avoid, counter, or mitigate these effects? Which has the ""best"" outcome? Was there resistance to the restoration projects or did everyone unite to bring it about? In my mind, its all limited by the software. Does it account for and react as it is known (or suspected) to in real life? Server size/composition - a group of friends on a 10 person server may be fairly similar in their want to keep x around so the spend all their resources to accomplish that goal; a server of 100 people none of them knowing each other there's bound to be resistance. And from a science standpoint, 100 ""random"" people make a far better study than 10 hand-picked. Just my thoughts. Should probably go back to trying to sleep again....."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,27,killerfurby33,"Good morning.  Sorry it's been so long, I've been busy with other stuff in the ""real"" world. @bacon, thank you for fleshing out the environmental aspects.  Yes, I agree, having some metrics of resources and waste/pollution would be excellent to capture in the game.  I'm also thinking about tracking trade transactions, building construction, wealth distribution (in terms of currency and material goods), a method to track the laws that the society comes up with as well as a way to watch how these laws are created (this latter part is going to be trickier to see in game) as well as those environmental factors that you mentioned.  I can see a series of datasets being formed from each experimental server that can easily be merged together into one or more datasets.  @JohnK, I haven't had a chance to look at the code, nor can I really read the code.  Out of curiosity, have the metrics been included in at least some of the alphas?  An update on the metrics would be helpful, since I've been away for so long. Hope everything and everyone is well!"
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,28,JohnK,"Yep the stats and law system is working and will be available wiith alpha tomorrow!  Its still in its infancy so lots more to come, but the foundational features are there.  Looking forward to hearing your feedback."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,29,NaturesAdvocate,I would like to see the barter pairing system to start but after awhile (maybe after alpha and beta)I would like to see a way to pair Bitcoin(BTC) or another crypto currency with an ECO mindset paired with this game. Maybe Teslacoin(TES).
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,30,JohnK,"That would be awesome and is a 5-year-plan I have for video games, build an exchange like that."
community-management,Research Opportunities and In-Game Metrics | ECO Forum,https://ecoforum.strangeloopgames.com/topic/19/research-opportunities-and-in-game-metrics,19504,31,31,killerfurby33,"@JohnK, excellent!  How can I access the data once the game gets up and running?"
community-management,I'm not sure where non-developers can post ideas but... (not official) | ECO Forum,https://ecoforum.strangeloopgames.com/topic/78/i-m-not-sure-where-non-developers-can-post-ideas-but-not-official,1776,2,1,tinyfoothus,"I am posting this here as a place for non-devs to post potential game ideas and discuss concerns within current ideas the rules for posting are as follows ---- Do not re-post ideas
---- Do not pointlessly criticize other posts (e.g. that is stupid because it is already in X game)
---- Take consideration into your ideas (make sure they are remotely conceivably possible)
---- DON'T demand that your idea becomes a part of the game (for all i know no dev will ever look at this post)
---- Don't claim that anyone's idea is inferior to yours
---- Do post good ideas
---- Don't worry about what others will say about your post
---- Don't attack others based on anything but logic and reasoning concerning their statements
---- Be sure that your idea goes here and not the modding section
---- Be respectful to all (I am not a member of the strange loop games team nor do i claim to be. i merely wished for a place for people without the monetary means to post ideas supporting the game in a professional manner i apologize for any rule breaking that might have occurred during this post.) Thank you for your time
you can message me on the forums with any questions
or you can reach me at my email: tinyfoothus@yahoo.com -Eli (tiny)"
community-management,I'm not sure where non-developers can post ideas but... (not official) | ECO Forum,https://ecoforum.strangeloopgames.com/topic/78/i-m-not-sure-where-non-developers-can-post-ideas-but-not-official,1776,2,2,tinyfoothus,"Animal Husbandry My Idea is to have the ability to contain and raise elk and other animals for active farming.
the husbandry would be a separate skill from farming in that you have to capture and tame animals and pacify them for the good of the group.
the tame animals would have different laws than the wild animals and would be more beneficial than hunting but would have drawbacks so as to not rule out hunting.
there would have to be a way for the animals to breed such as a stables building
and a way to feed them maybe grains to feed.
if you gave each tame animal stats such as: weight, strength, produce  and fertility.
you could utilize the animals for things such as: plows, horses for transport, carriages/wagons for item transport, dogs were used for hunting, carrier pigeons were used for mail(rookery building?),"
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,1,JohnK,"By opening up the Eco source, we're performing a pretty unique experiment. I haven't seen a lot of games do this. So I wanted to tap the community for thoughts on the process and their experience: What open source projects have you worked on? Any games? What went well? What didn't?  What would you change?"
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,2,MajorCyto_,"Well, i have only worked on open source projects but they were mostly related to WoW private servers as i used to be heavy into them and ran quite a big one (we won't go into the gray area on that lol). I have done a few of my own through repo's as well. This works a little different for us though, because unlike the other open source games anyone could git pull the source code.. While this is open source its only for people at a certain dev tier and above. So our repo's would need to private from guest access right away. Everyone else should get invited to make an account that can only make pull requests against the repo that need to be approved by strangeloop game devs before being immediately inserted into the code base. There is a bot integration add-on for slack+github which can notify in a channel of pull requests and new commits. The projects i worked on had well over a hundred volunteers and over a thousand pull request last i checked. It went well there, the system was merely what i explained above except there repo was also open to guests which ours cant be. Pull requests are our friend here, it lets the strangeloop devs test all the new commits first you should also hold up a code quality standard so the source doesn't get spaghettied. In the other project they would deny pull requests that did not follow certain code standards. Now you could choose to fix/pretty them up... or deny them and explain they need to clean up the code. Either way its important to have <u>commented</u> code base. Especially when you have volunteers...  I worked on MANGOS, TrinityCore, and ArcEmu. I didn't really have any bad experience except at first when they didn't used to fully test the pull requests and i would pull in bad code updates to my servers and have to revert or cherry pick out the commits that were wrong or fix them myself. Anything that comes out of master should just work. So really the only key things here is... We need to sign an NDA for code access, The repo needs to be private invite, Everyone should be required to do pull requests and have them approved by a strangeloop dev, And also all code should follow ""some"" type of standard you set up so the code base doesn't get all horrid and scary looking down the road. It took the TrinityCore project over 6 months to re-work the code base and fix it up to the standards they implemented later on. And that was fixing over thousands of commits. Also, Art Assets should be stored in something private like an OwnCloud so it can be on your own server, it can be private and you can set up accounts by invite. Then they can add a WebDAV disk to computer to access/sync the art from strangeloop."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,3,SketchBookGames,"My comment is about bug report process, which I suspect is important for modding and open source contributions:
Box2D has a testing sandbox.  As a developer, reporting a bug about Box2D works best if you can reproduce the bug in a simple form within their sandbox.
This process of reporting developer bugs seems to reduce the effort required by those who know how to fix the framework bugs.
The typical alternative seems to be, ""here is my pile of code, sometimes it does <something> wrong"" which will frequently result in finding a bug in the pile of code instead of a bug in the framework.  the developer would have likely found the bug in their own pile of code while simplifying the reproduction and porting it into the sandbox, without bothering those who know how to fix the framework bugs. <b>What went well</b>:  I bothered Erin Catto, Boris the Brave, and Jesse less often than i would have otherwise.
<b>What didn't</b>: The Box2D sandbox is a little daunting, because it too has unnecessary features when as it relates to reproducing bugs.
<b>What I would change</b>: It would be nice to provide a bare bones environment to reproduce and report bugs.  Perhaps even a ""level editor"" so that objects can be place in specific position to always immediately reproduce a ""sometimes"" physics bug."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,4,thomthom,"Been trying to build up the dev community around SketchUp. We haven't got that many active projects yet, still early days. But some reflections on what we've experience so far: Have clear getting started guides (Even for some of the basics, if only a few links to better tutorials. Open source attracts people with all ranges of experience. It might some times seem like a hazzle to account for the people with almost not experience, but these people, enthusiastic people, can often be quick learners and a great asset if only they are guided a little extra in the beginning.) Clear style guides. (I see there are services one can hook up to perform analysis of code style that can help reduce some of the back and forth communication on this topic.) Clear branch guide. (Git-Flow or any other patterns) Clear guides for level of tests for each contribution."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,5,hertzigger,"I think it would be very useful for clear guideline for coding style and even if a pull request works it should be rejected on the bases that it doesn't match the coding style. I agree with the getting started guide as a lot of unity tutorial focus on using the unity interface rather than doing the same thing in code. The unity interface is great for something simple but quickly gets in the way if you ever what to do anything complicated. Git-Flow is great for mid to large teams and having one person responsible for taking a release cut might be a good idea too. Also bug reports should be easy to reproduce, with clear steps on how to reproduce."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,6,hertzigger,Oh and I forgot comments in code are so helpful :D
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,7,thomthom,"Yea, at our place we don't give our LGTM in our peer review unless the code complies with the style guides. The style guides also cover comments - don't repeat what the code says, describe the intent instead. For C++ we use Google's style guide: https://google-styleguide.googlecode.com/svn/trunk/cppguide.html
For Ruby we use GitHub's: https://github.com/styleguide/ruby There are things in each I don't agree with 100%, but that doesn't matter - consistently does. The C++ style guide was inherited from the Google era of SketchUp so we kept when when Trimble acquired us.
We picked the GitHub Ruby guide because it was a commonly referred to guide among the community. Two familiar guides which increase the change that people have heard or even used them - less friction. Not sure what languages Eco uses across the board, but whatever the core team is already using is fine. Consistency is king. +1 for clear bug reporting guides. ""It does't work"" reports is notoriously time consuming to iterate over in order to get to the meat of the issue. Though, it sounds like the majority on this forum are existing devs, but if the bug tracker is opened to all users in general it might be worth some additional Report Bug tool on the website."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,8,Mantolwen,"+10 for clear bug reporting guides. Not a dev, just a tester here. But I know how helpful it is to you guys. It might be worth some of us QA types managing the bug tracker to"
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,9,JohnK,"Thanks a lot all. Some great links and things to follow up on here. I think I like the git-flow style, and a transition to git may be in order, if we can sort the large file issue."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,10,thomthom,What are you using right now?
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,11,hertzigger,they use svn
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,12,cr4zyc4t,"@Mantolwen I highly agree with all of that especially well formed responses on bugs. As someone who's spent more time just trying to figure out what a client even wanted to ask themselves vs making sense of what they already asked / reported an issue on, it can be a lifesaver if the bug report is well organized / has its own monitoring for control.  Especially if say a particular bug is reported multiple times across the board we would need to up its priority level of a 'fix' vs a bug reported only once. With that said i'm now even envisioning a means of 'up voting' or 'liking' on a bug if someone already filled out the details and you just need to re-iterate it when you came across it yourself (if it still not fixed yet)."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,13,SnowHalo,"I just want to add to there comments and say I am super eager to learn Unity to help like many others are, but am not sure where to start, so a ""Getting Started"" guide would be awesome! I could help put together and design a PDF or something with others if there is interest."
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,14,NoBlackThunder,Bug reporting is easyer with the full source code. Reason for that is you can Just run the game in debug anddrill into the bug yourself and better can report a bug(tho this also means those having acces need to be able to debug. Bug fixing should be the core devs responsebility
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,15,NoBlackThunder,Bug reporting is easyer with the full source code. Reason for that is you can Just run the game in debug anddrill into the bug yourself and better can report a bug(tho this also means those having acces need to be able to debug. Bug fixing should be the core devs responsebility
community-management,Running/contributing to an open source project | ECO Forum,https://ecoforum.strangeloopgames.com/topic/6/running-contributing-to-an-open-source-project,6388,17,16,SethV,"Just in case you guys are new to Git, I find everyone has a different way of using it. I'd been console only for years until I started a job at a place with 300 odd devs and GitHub enterprise. Here's some of the stuff we do... If it's GitHub then it's generally GitHubFlow, a variant of GitFlow which includes pull requests. Learn to rebase your local updates - it makes the history much more readable and will make your pull requests way smaller (when you encounter this pain, you will understand what I mean). <code>git rebase -i <target branch></code> will start an interactive rebase (the best kind) by bringing up a textfile with instructions - it's worth just trying it out and seeing what happens (with a test repo). <code>git rebase --ignore-date <current base branch></code> will rewrite all of your commits to now so they're all nicely grouped together in the history. A lot of people don't seem to twig that any git repo directory is a valid target for a remote - super handy for working on two versions of code or exchanging code without the rigmarole. It seems like GitHub Desktop is the GUI tool to use these days. GUIs help because they conventionalise merge, rebase and conflict commit messages. https://github.com/nvie/gitflow - the console tools for git (hub) flow by the guy who came up with it.
If you use this, you'll get automatic release notes simply through the way it integrates with Git's tag system and how GitHub presents them. https://github.com/GitTools/GitVersion - .NET tools for getting different formats of code version from the git history - super useful for CI Change your git text editor and diff tool to something you might actually want to use.
kdiff3 is decent and pre-configured if you're after a free diff tool. Get line endings sorted in a .gitattributes file and get a white-list style .gitignore because it is very hard to get rid of unwanted files once they make their way into the repo. PuTTY is pretty key in Windows for not having to enter the password for your ssh key all the time."
